name,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($),Case material_Aluminum,Case material_Gold/Steel,Case material_Palladium,Case material_Platinum,Case material_Red gold,Case material_Rose gold,Case material_Silver,Case material_Steel,Case material_White gold,Case material_Yellow gold,Movement_Automatic,Movement_Manual winding,Movement_Quartz
18,2022,3,414,2,28,,166923.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2018,5,517,2,47,,66814.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2021,3,721,2,247,,79500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2005,6,191,1,259,,14465.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2010,6,681,2,228,,145500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2000,6,109,2,254,1968.0,79000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1963,6,55,0,259,,25501.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2005,6,282,3,259,756.0,10579.0,False,False,False,False,False,False,False,True,False,False,False,False,True
4,2023,5,676,2,259,,134177.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2023,3,591,2,78,,54116.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1960,6,32,0,96,,8352.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2017,5,605,2,247,,57500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2006,6,390,2,221,,49999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2016,1,389,1,249,,32500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
4,2010,6,452,3,208,,89604.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2000,6,309,2,47,,24487.0,False,False,False,False,False,False,False,True,False,False,False,False,True
25,2023,3,761,2,233,,26900.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2019,6,616,2,195,1526.0,114110.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2007,1,390,3,96,,38863.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2023,6,590,0,66,1476.0,26252.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2024,3,544,2,191,,100000.0,False,False,False,False,False,True,False,False,False,False,False,False,True
4,2017,6,544,2,212,,85954.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,1997,6,380,2,177,,50110.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2012,6,631,2,247,1526.0,83000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2024,5,561,2,219,,101891.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,1998,6,175,0,54,,11002.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2000,6,346,2,259,,54453.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2017,6,641,3,228,,96589.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2003,0,282,0,49,756.0,6125.0,False,False,False,False,False,False,False,True,False,False,False,False,True
8,2017,6,520,2,247,,76500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
22,1992,6,199,2,247,,143000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
26,2010,1,800,1,194,594.0,20939.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,1997,3,312,2,247,,135500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
21,2024,5,735,2,219,,87414.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,1993,6,443,3,228,1400.0,16120.0,False,False,False,False,False,True,False,False,False,False,False,True,False
1,2009,6,591,2,70,,38092.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2006,6,282,2,247,756.0,10800.0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,2007,1,800,0,228,1880.0,5892.0,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2012,6,526,2,132,,32451.0,False,False,False,False,False,False,False,False,True,False,True,False,False
2,2013,6,668,2,51,,58562.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2007,6,447,2,259,,29508.0,False,False,False,False,False,False,False,False,False,True,True,False,False
27,2024,5,744,2,47,,59019.0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,2022,3,465,2,247,,65500.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,1960,1,800,2,253,1526.0,5600.0,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1947,6,800,0,54,525.0,10312.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1940,6,766,3,247,1419.0,8999.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2024,3,305,2,80,,60421.0,False,False,False,False,False,False,False,False,True,False,True,False,False
26,1922,6,144,0,159,,12244.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2015,1,631,2,259,1526.0,103122.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2005,6,378,2,101,,49553.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2024,5,314,2,219,,48440.0,False,False,False,False,False,False,False,True,False,False,True,False,False
9,2015,6,300,2,259,,39035.0,False,False,False,False,False,False,False,False,True,False,False,True,False
12,2021,6,242,1,17,630.0,8463.0,False,False,False,False,False,False,False,False,True,False,False,False,True
1,2021,5,564,2,247,,91825.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2018,5,644,2,168,,109283.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,5,723,2,247,,62775.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2000,6,174,1,228,,15225.0,False,False,False,False,False,False,False,False,True,False,False,True,False
27,2016,6,469,3,259,,40645.0,False,False,False,False,False,False,False,False,False,True,True,False,False
1,2023,5,299,2,47,,65700.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2021,6,457,2,222,,28575.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2018,6,681,2,51,,23362.0,False,False,False,False,False,True,False,False,False,False,False,True,False
12,1996,6,800,3,65,891.0,9241.0,False,False,False,False,False,False,False,False,False,True,False,False,True
2,2018,5,653,2,259,,71618.0,False,False,False,True,False,False,False,False,False,False,True,False,False
26,1950,6,777,0,159,1476.0,9465.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2023,5,517,2,259,,66257.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2022,3,546,2,195,,35000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
24,2023,3,754,2,219,,41500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2007,6,414,2,228,1729.0,98000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2023,5,312,2,233,,129975.0,False,False,False,False,False,False,False,False,True,False,True,False,False
19,2016,6,261,2,17,,9688.0,False,True,False,False,False,False,False,False,False,False,True,False,False
12,1992,6,427,0,51,1040.0,14109.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2013,6,800,0,133,,19536.0,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1938,6,800,3,259,,37861.0,False,False,False,False,False,True,False,False,False,False,False,True,False
11,2009,6,800,0,259,448.0,7795.0,False,False,False,False,False,False,False,False,False,True,False,True,False
0,2014,3,455,2,259,,32779.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2023,3,713,2,247,,93000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2020,5,517,2,247,,76399.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2020,6,373,0,228,,48888.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2014,6,414,2,94,,111245.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1963,6,55,0,247,,13100.0,False,False,False,False,False,False,False,False,False,True,True,False,False
4,2020,6,526,2,222,,88000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2022,6,681,0,259,,18094.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2022,3,729,2,247,,98000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2007,6,577,3,256,,49250.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2006,1,282,0,162,756.0,11154.0,False,False,False,False,False,False,False,True,False,False,False,False,True
8,1998,1,611,2,208,,83413.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2017,1,233,2,219,,14525.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2019,6,526,3,247,,18950.0,False,False,False,False,False,False,False,False,True,False,False,True,False
11,2022,6,800,0,27,1526.0,18129.0,False,False,False,False,False,False,False,False,True,False,False,True,False
11,1973,1,100,0,259,,31736.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1959,6,31,0,247,,9800.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2016,6,546,2,259,,26433.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2021,6,390,3,228,,69300.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2019,6,371,2,94,,46770.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,1980,6,165,0,96,860.0,7684.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2023,5,642,2,219,,82500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2014,6,517,2,194,,60689.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,5,741,2,47,,131400.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2022,6,656,2,247,,80000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
28,2016,6,656,2,187,,81791.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2021,6,76,0,222,860.0,25000.0,False,False,False,False,False,False,False,False,True,False,False,True,False
1,2023,3,591,2,205,,65166.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2024,3,707,2,253,,52500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
12,2009,6,344,3,259,,21158.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2019,5,591,2,247,,60495.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,2019,6,451,2,52,,103561.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,1907,6,800,2,259,,15000.0,False,False,False,False,False,True,False,False,False,False,False,True,False
12,2008,6,451,2,247,1968.0,34900.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2018,6,707,2,68,,55167.0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,2011,6,665,2,249,,62500.0,False,False,False,True,False,False,False,False,False,False,True,False,False
8,2023,6,526,0,259,1148.0,48000.0,False,False,False,False,False,False,False,False,True,False,False,True,False
21,2022,3,540,2,28,,90766.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2023,5,641,2,219,,161999.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2020,6,371,2,208,,45615.0,False,False,False,False,False,True,False,False,False,False,True,False,False
8,2007,6,673,1,66,,68201.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1910,6,447,2,259,,4666.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1993,6,149,2,259,,25333.0,False,False,False,False,False,False,False,False,False,True,True,False,False
1,2007,6,597,2,51,,37861.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2024,3,697,2,80,,37829.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2020,3,707,2,195,,57233.0,False,False,False,False,False,True,False,False,False,False,False,False,True
27,2021,5,747,2,159,,67370.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2024,3,546,2,228,,40743.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2015,6,591,2,66,,33350.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2010,6,517,2,119,,55677.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2022,6,316,0,259,,41419.0,False,False,False,False,False,False,False,False,True,False,True,False,False
21,2020,6,681,0,66,,50302.0,False,False,False,False,False,True,False,False,False,False,True,False,False
8,2013,6,526,2,259,,55656.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2019,6,180,2,228,,13335.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2024,5,681,2,247,,136995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,1993,5,713,2,247,,95400.0,False,False,False,False,False,True,False,False,False,False,False,False,True
21,2008,6,491,1,51,,49988.0,False,False,False,False,False,False,False,False,True,False,True,False,False
8,1999,6,398,2,99,,75722.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2024,5,544,2,159,,133627.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2000,6,424,0,233,,8800.0,False,False,False,False,False,False,False,True,False,False,False,False,True
6,1967,1,32,0,259,,8331.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2021,6,107,0,259,,139195.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2016,4,56,0,259,,9506.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2022,6,424,2,205,,58650.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2020,5,517,2,247,,76399.0,False,False,False,False,False,False,False,True,False,False,True,False,False
11,1995,5,800,2,259,528.0,16147.0,False,False,False,False,False,False,False,False,False,True,False,False,True
18,1960,6,144,1,159,,65700.0,False,False,False,False,False,False,False,False,False,True,True,False,False
25,2023,3,762,2,253,,51500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2004,6,206,1,17,,19153.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1887,1,526,3,169,1729.0,6749.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2019,6,711,0,208,,127074.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2023,6,691,2,228,,39890.0,False,False,False,False,False,False,False,False,True,False,True,False,False
2,2019,5,653,2,247,,75888.0,False,False,False,True,False,False,False,False,False,False,True,False,False
1,2014,6,333,2,153,,33334.0,False,False,False,False,False,False,False,False,True,False,True,False,False
9,2001,6,373,2,168,,56219.0,False,False,False,False,False,False,False,False,True,False,True,False,False
2,2023,5,661,2,159,,91312.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,1991,1,144,3,259,,55622.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,6,680,2,247,,118999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2022,3,526,2,247,,86100.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2014,1,641,2,208,1526.0,103549.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2024,5,313,2,27,,85187.0,False,False,False,False,False,False,False,False,True,False,True,False,False
27,2024,5,744,2,159,,59019.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,2013,6,256,2,219,,10750.0,False,False,False,False,False,False,False,False,False,True,False,False,True
18,2017,6,628,0,28,1526.0,92000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2023,5,544,2,219,,83500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,2018,6,502,3,208,,78134.0,False,False,False,False,False,False,False,False,True,False,True,False,False
8,2005,3,401,2,145,,94653.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2007,6,712,2,17,,75165.0,False,False,False,False,False,False,False,True,False,False,True,False,False
9,2020,6,451,2,153,,71850.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,1995,6,296,0,70,,11389.0,False,False,False,False,False,True,False,False,False,False,False,False,True
4,2021,3,424,2,131,,70671.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2007,6,526,0,153,,42533.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2021,6,320,2,259,,27056.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2015,6,800,2,228,,88888.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,1997,6,199,2,178,,77737.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2017,6,414,2,247,,119000.0,False,True,False,False,False,False,False,False,False,False,True,False,False
6,2016,6,451,2,66,,29302.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2012,6,665,2,28,,55678.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2023,5,691,2,194,1400.0,40985.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2018,6,180,1,17,,11915.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2023,6,451,2,147,,65143.0,False,False,False,False,False,True,False,False,False,False,True,False,False
19,2000,5,413,0,234,,15900.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,2011,6,333,3,208,,24698.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,1970,1,800,0,133,,14423.0,False,False,False,False,False,False,False,True,False,False,False,True,False
27,2017,6,480,2,40,,125721.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,2023,3,646,2,145,,90978.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2007,3,518,2,78,,51358.0,False,False,False,False,False,False,False,True,False,False,False,False,True
27,2024,5,565,2,159,,67927.0,False,False,False,True,False,False,False,False,False,False,True,False,False
9,2020,5,310,2,247,,83250.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2022,5,424,2,247,,64725.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,3,710,2,158,,105677.0,False,False,False,False,False,True,False,False,False,False,False,False,True
18,2022,5,631,2,247,1526.0,87745.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2019,5,800,2,133,,29690.0,False,False,False,False,False,False,False,False,True,False,False,True,False
12,2022,6,379,0,66,1645.0,29126.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2015,6,346,2,256,,40199.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2022,6,681,0,133,,17824.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2019,5,636,2,247,1526.0,117895.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2023,5,713,2,247,,91795.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2022,5,681,2,247,,132000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2023,3,312,2,82,,139084.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,2015,1,421,0,259,594.0,10148.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2021,6,711,2,175,1526.0,122803.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2023,3,691,2,228,,45888.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2022,6,232,1,17,,13029.0,False,True,False,False,False,False,False,False,False,False,False,False,True
4,2022,6,544,2,228,,112250.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2017,6,741,2,153,,114157.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2022,5,517,2,222,,68500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2020,6,762,2,247,,24900.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,3,729,2,247,,89500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2020,5,544,2,96,,116924.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2020,5,616,2,177,1526.0,120000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2021,3,287,2,177,,52952.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2023,0,461,0,133,53092.91584566751,4933.0,False,False,False,False,False,False,False,False,True,False,False,False,True
18,2008,6,447,2,99,,82403.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2022,6,153,0,259,,12128.0,False,False,False,False,False,False,False,False,False,True,False,True,False
21,2016,6,661,0,133,,40580.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2024,3,457,2,195,,34700.0,False,False,False,False,False,True,False,False,False,False,False,True,False
22,2012,5,540,2,249,,145000.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2019,3,681,2,195,,125634.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2007,5,109,2,259,1968.0,102448.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,3,721,2,205,,95794.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2017,6,616,0,259,1526.0,120408.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1940,6,800,0,178,,16787.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2023,5,518,2,247,,54995.0,False,False,False,False,False,False,False,True,False,False,False,False,True
6,2022,6,673,2,33,,32071.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2010,6,531,0,221,,35340.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,2006,6,451,2,28,1968.0,38863.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2022,6,132,2,259,,13710.0,False,False,False,False,True,False,False,False,False,False,False,True,False
6,2003,6,502,3,259,,22260.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2019,3,517,2,177,,66814.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1970,6,611,3,208,,35841.0,False,False,False,False,False,False,False,False,True,False,False,True,False
8,2015,3,674,2,80,,99301.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,5,754,2,215,,39035.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2020,3,641,2,27,1526.0,129062.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2005,6,375,2,222,,40888.0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,2023,3,346,2,191,,135000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1994,6,334,0,222,,20000.0,False,False,False,False,False,False,False,True,False,False,False,True,False
6,2021,5,605,2,259,,51112.0,False,False,False,False,False,False,False,True,False,False,True,False,False
24,2017,5,639,2,259,,48885.0,False,False,False,False,False,False,False,False,True,False,True,False,False
5,1970,6,800,1,259,,44320.0,False,False,False,False,False,False,False,False,False,True,False,False,True
4,2024,3,333,2,195,,160532.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,1959,6,145,0,99,,43429.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2015,6,517,2,221,,54875.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2013,6,414,2,247,,108999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2022,3,287,2,133,,73281.0,False,False,False,False,False,False,False,False,True,False,True,False,False
21,2004,6,359,0,27,,69041.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2011,6,133,0,159,,16703.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2023,5,607,2,208,,41706.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2010,6,414,2,259,1729.0,105000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2017,5,715,2,219,,62500.0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,2024,3,592,2,80,,88005.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,1970,6,112,0,70,,31274.0,False,False,False,False,False,False,False,False,True,False,False,False,True
27,2018,6,638,0,66,860.0,43217.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2006,3,591,2,247,1476.0,79888.0,False,False,False,False,False,True,False,False,False,False,True,False,False
19,2015,5,346,1,228,,34000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
11,1980,6,162,0,118,860.0,14254.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2022,6,333,2,228,,31500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
12,2007,6,491,0,153,,11492.0,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1970,6,83,0,27,594.0,17706.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2024,5,711,2,219,,67000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2009,0,598,2,259,,64246.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2020,5,546,2,247,,41110.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2023,3,416,2,247,,155000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2023,5,299,2,47,,88528.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2024,6,636,2,259,1526.0,103000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1920,0,540,0,259,,5769.0,False,False,False,False,False,False,False,True,False,False,False,True,False
25,2022,3,762,2,195,,44111.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,1964,6,656,2,247,,85000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2009,6,392,2,60,,55677.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2023,3,207,2,169,756.0,31546.0,False,False,False,False,False,True,False,False,False,False,False,False,True
4,2023,3,681,2,247,,136500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
8,2022,6,409,1,17,,76836.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,1999,6,96,3,182,,10857.0,False,False,False,False,False,False,False,False,False,True,False,True,False
4,2022,3,544,2,259,,105000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,1992,6,232,2,54,,12862.0,False,True,False,False,False,False,False,False,False,False,False,False,True
0,2007,6,800,0,253,,10675.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2018,3,631,2,228,,103845.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2007,6,302,3,49,,24387.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2022,6,526,0,247,,13999.0,False,False,False,False,False,False,False,False,True,False,False,True,False
8,2023,6,526,0,153,,43760.0,False,False,False,False,False,False,False,False,True,False,False,True,False
11,1969,6,800,3,39,860.0,7072.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2021,1,644,0,80,,62260.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2024,5,447,2,247,,169699.0,False,False,False,False,False,False,False,False,True,False,True,False,False
8,1975,5,398,2,145,,99998.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2022,6,414,1,17,,107904.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,2022,1,681,2,219,1440.0,17945.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2012,3,754,2,78,,38092.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2023,3,727,2,253,,65900.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2007,1,540,2,133,,23470.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2023,0,605,2,133,,36239.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2002,1,553,1,61,,16514.0,False,False,False,False,False,False,False,False,True,False,False,True,False
25,2017,3,761,2,78,,27058.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2022,1,436,0,217,,16995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2022,3,497,2,247,,95000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2022,5,636,2,219,,115250.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2022,6,97,0,222,,10500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
25,2005,1,288,2,96,756.0,14365.0,False,False,False,False,False,False,False,False,True,False,False,False,True
12,2017,6,210,2,17,,12138.0,False,False,False,False,False,False,False,False,True,False,False,False,True
4,2022,3,518,2,247,,85000.0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,2015,6,346,2,69,,37950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
2,2020,5,287,2,259,,59888.0,False,False,False,False,False,False,False,False,True,False,True,False,False
28,2022,3,652,2,28,,80065.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1991,6,96,0,247,,10499.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2016,6,591,0,259,,42214.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2024,5,721,2,219,,141979.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2020,3,714,2,177,,42000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2024,3,721,2,159,,85633.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2013,6,544,2,247,,79500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,1995,5,328,0,247,1729.0,67500.0,False,True,False,False,False,False,False,False,False,False,False,False,True
