name,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($),Case material_Aluminum,Case material_Gold/Steel,Case material_Palladium,Case material_Platinum,Case material_Red gold,Case material_Rose gold,Case material_Silver,Case material_Steel,Case material_White gold,Case material_Yellow gold,Movement_Automatic,Movement_Manual winding,Movement_Quartz
13,2024,3,598,2,247,,163000.0,False,False,False,True,False,False,False,False,False,False,True,False,False
12,2005,6,526,2,208,,24437.0,False,False,False,False,False,False,False,False,True,False,False,True,False
26,1953,6,17,0,178,,12956.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2019,3,368,2,78,,70404.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2019,6,414,2,259,,80000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2024,5,368,2,17,,87971.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2016,6,498,2,148,,58618.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2019,6,145,2,141,1729.0,32000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2011,6,71,0,219,,9950.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2010,6,336,0,208,,42358.0,False,False,False,True,False,False,False,False,False,False,True,False,False
8,2023,5,224,2,259,,118004.0,False,False,False,False,True,False,False,False,False,False,True,False,False
18,2012,0,711,2,228,1526.0,110000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2018,6,577,2,99,,42315.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2023,1,451,2,259,,32123.0,False,False,False,False,True,False,False,False,False,False,True,False,False
27,2015,6,372,2,228,,125500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2019,1,800,0,259,53092.91584566751,7625.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2007,6,681,1,17,,24610.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2022,6,367,0,219,,23220.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2020,6,681,2,28,1729.0,120000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2023,3,565,2,4,,69542.0,False,False,False,True,False,False,False,False,False,False,True,False,False
18,2005,3,111,2,96,1526.0,167034.0,False,False,False,False,False,False,False,True,False,False,False,True,False
1,2022,3,314,2,259,,47000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1992,6,203,2,259,,14337.0,False,False,False,False,False,False,False,False,False,True,False,True,False
25,2024,3,282,2,191,756.0,17500.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2024,5,681,2,27,,154228.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2022,3,605,2,259,,43000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2016,6,616,2,219,1526.0,115000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2019,6,497,2,27,,94653.0,False,False,False,False,False,False,False,False,True,False,True,False,False
28,2017,3,656,2,99,,94653.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,6,455,2,208,,30563.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2016,1,593,1,259,,21634.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2023,3,282,2,259,756.0,15762.0,False,False,False,False,False,False,False,True,False,False,False,False,True
19,2022,1,346,1,259,,26243.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,2023,6,754,2,137,1645.0,36990.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2023,3,447,2,253,,165000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2000,6,466,1,247,,40000.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,1945,6,766,0,247,,9900.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2022,6,455,2,215,,37034.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2014,6,546,2,17,,44431.0,False,False,False,False,False,False,False,False,False,True,True,False,False
27,2022,6,745,0,259,,34226.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2009,0,579,0,130,,29875.0,False,False,False,False,False,True,False,False,False,False,False,True,False
21,2022,1,438,0,153,1479.0,39574.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2015,1,96,0,259,,10804.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1998,6,366,3,37,,32282.0,False,False,False,False,False,True,False,False,False,False,True,False,False
26,1954,6,491,0,178,,14083.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,1999,6,139,3,159,,50511.0,False,True,False,False,False,False,False,False,False,False,True,False,False
1,2022,3,564,2,259,,55000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2013,5,282,2,96,756.0,13251.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2014,1,641,2,259,1526.0,102453.0,False,False,False,False,False,False,False,True,False,False,True,False,False
24,2023,3,639,2,259,,49693.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2021,6,371,2,177,,76611.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2017,3,299,2,247,,49500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2023,3,721,2,253,,79999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2008,1,357,0,259,,41875.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2019,6,292,0,228,,9900.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2002,6,291,2,145,756.0,36747.0,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2024,6,673,0,256,770.0,29150.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2024,3,671,2,247,,146301.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2017,6,346,2,259,,37500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
8,2018,6,565,2,80,,101402.0,False,False,False,True,False,False,False,False,False,False,False,True,False
4,2023,3,521,2,253,,91500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2018,6,368,1,17,,43206.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2011,6,553,2,69,,109950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2021,6,555,2,247,,42999.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2012,6,616,2,211,1526.0,96439.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,1974,6,360,0,228,,39900.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,2022,6,266,2,129,,13767.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2004,6,491,1,17,,16258.0,False,False,False,False,False,False,False,False,True,False,True,False,False
24,2023,5,639,2,98,,48997.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2022,3,346,2,177,,57905.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2020,6,541,2,153,,28083.0,False,False,False,False,False,True,False,False,False,False,True,False,False
2,2022,3,657,2,247,,160000.0,False,False,False,True,False,False,False,False,False,False,True,False,False
4,2006,6,513,2,259,,40367.0,False,False,False,False,False,False,False,True,False,False,False,False,True
27,2021,5,747,2,47,,67370.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2007,5,577,2,249,,67000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2019,3,523,2,80,,65412.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1992,6,322,2,222,,23000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,1970,5,502,2,240,1450.8000000000002,52500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2015,6,641,2,17,,106790.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,6,681,2,228,1645.0,109200.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2020,5,741,2,247,1526.0,30500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2023,6,335,2,259,1148.0,23500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,2023,5,748,2,208,,76890.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2022,3,519,2,259,,52000.0,False,False,False,False,False,False,False,True,False,False,False,False,True
12,1960,5,718,2,47,,83517.0,False,False,False,False,False,False,False,False,True,False,False,True,False
2,2012,6,665,1,28,,60500.0,False,False,False,True,False,False,False,False,False,False,True,False,False
2,2016,6,414,2,71,,63048.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2016,6,544,2,247,,105000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2021,5,544,2,47,,119151.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2024,3,313,2,76,,136796.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2023,5,282,2,241,756.0,17500.0,False,False,False,False,False,False,False,True,False,False,False,False,True
6,2022,5,176,2,259,,17045.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2017,5,544,2,28,,77949.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2015,6,591,2,228,1476.0,39800.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2021,5,414,2,247,,122995.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2023,6,368,2,47,,87303.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,1982,6,511,0,228,,23500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
27,1945,6,580,0,73,,28897.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,2009,6,451,2,222,1968.0,34999.0,False,False,False,False,False,True,False,False,False,False,True,False,False
25,2022,6,760,2,216,,45238.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1998,6,235,3,65,,10689.0,False,False,False,False,False,False,False,False,False,True,False,True,False
12,2000,6,597,2,151,,16692.0,False,False,False,False,False,True,False,False,False,False,False,True,False
9,2002,6,372,2,259,,29509.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,2024,6,314,0,247,1530.0,21999.0,False,False,False,False,False,False,False,False,True,False,False,False,True
28,2018,6,656,2,259,,77838.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2011,6,681,2,132,,108170.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2004,6,109,2,259,1968.0,83517.0,False,False,False,False,False,False,False,True,False,False,True,False,False
26,1984,1,800,0,153,,12000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2020,5,641,2,178,,111536.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2017,6,282,2,259,756.0,13359.0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,2014,6,748,1,9,,21714.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2024,3,741,2,82,,131311.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2011,5,756,2,208,,77548.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,5,109,2,259,1968.0,107459.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2016,6,477,3,259,,36721.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1970,6,616,0,177,,7323.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2020,6,681,2,32,,113583.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2019,6,526,2,247,,82000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2001,6,282,3,51,756.0,9900.0,False,False,False,False,False,False,False,True,False,False,False,False,True
26,1915,6,681,1,100,594.0,7795.0,False,False,False,True,False,False,False,False,False,False,False,True,False
26,1953,6,526,0,208,,14988.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2017,5,592,2,132,,34614.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2010,6,414,2,185,,133572.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2002,6,681,0,219,,104997.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2023,1,544,0,80,,29856.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2003,6,147,2,221,,16660.0,False,False,False,False,False,False,False,False,True,False,True,False,False
28,2017,5,656,2,99,,68000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2022,6,681,0,256,,18499.0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1950,6,800,0,88,,13352.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2023,5,721,2,159,,136968.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2023,6,346,2,219,,114950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2017,3,711,2,247,1526.0,135000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
22,2012,6,540,2,247,,125000.0,False,False,False,False,False,False,False,False,True,False,False,True,False
12,2001,6,349,2,228,1053.0,28350.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2022,5,540,2,47,,94641.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2024,3,676,2,185,,144757.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2019,3,741,2,228,,30400.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2024,6,592,2,247,,30500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2021,6,23,0,159,,16703.0,False,False,False,False,False,False,False,False,False,True,True,False,False
25,2023,6,287,2,247,756.0,129999.0,False,False,False,False,False,False,False,False,True,False,False,False,True
2,2022,3,653,2,28,,153326.0,False,False,False,True,False,False,False,False,False,False,False,True,False
8,2022,3,750,2,222,,87000.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2022,3,312,2,247,,127432.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2000,1,274,0,247,,24500.0,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1960,6,800,2,219,860.0,8500.0,False,False,False,False,False,False,False,False,False,True,False,True,False
21,2018,6,540,2,259,,66500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2021,3,591,2,195,,77614.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1891,1,782,0,221,,7800.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1950,6,16,3,228,,15888.0,False,False,False,False,False,False,False,False,False,True,False,True,False
21,2021,6,365,3,247,,134999.0,False,False,False,True,False,False,False,False,False,False,True,False,False
18,2023,3,800,2,247,,56495.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,3,644,2,259,,85000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2022,5,539,2,23,,75722.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2022,5,305,2,80,,52277.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2019,6,631,2,69,1526.0,76069.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,6,239,0,162,,6749.0,False,False,False,False,False,False,False,True,False,False,False,False,True
27,2006,6,503,1,228,,28650.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2023,5,713,2,259,,89864.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,2018,6,118,0,259,185.0,19943.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2014,6,414,2,219,,109000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2020,6,721,2,159,,75722.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,1964,6,711,2,247,1526.0,104995.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,2004,6,496,2,259,,84519.0,False,False,False,False,False,False,False,False,True,False,True,False,False
9,2024,5,532,2,27,,56235.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2023,1,800,0,247,,16995.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2007,1,402,2,222,,95500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2022,3,371,2,259,,60021.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2009,3,316,2,77,,28240.0,False,False,False,False,False,False,False,False,True,False,False,True,False
12,1920,6,800,0,255,1125.0,12500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2021,6,541,2,259,,32000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2014,6,665,1,247,,40000.0,False,False,False,True,False,False,False,False,False,False,True,False,False
25,2021,3,761,2,247,,30230.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2015,1,574,3,219,,18000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2017,3,304,2,195,,24010.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2023,5,447,2,259,,156334.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2012,1,274,0,247,528.0,27500.0,False,False,False,False,False,False,False,False,True,False,False,False,True
2,2021,6,591,0,247,,59500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
2,2021,6,287,2,247,,62000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2019,3,644,2,208,,84390.0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,2006,6,665,3,66,,51435.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,1979,6,681,1,17,,19933.0,False,False,False,False,False,True,False,False,False,False,False,True,False
6,2013,6,316,2,259,,26558.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,1984,6,145,1,247,1462.0,64500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,1963,6,60,0,222,,27500.0,False,False,False,False,False,False,False,True,False,False,False,True,False
26,1970,1,656,0,247,,10499.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2012,6,309,2,133,1729.0,22932.0,False,False,False,False,False,False,False,True,False,False,False,False,True
19,2021,6,412,0,228,,26930.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2005,6,579,2,247,,37950.0,False,False,False,True,False,False,False,False,False,False,False,True,False
18,2018,5,414,2,247,,110500.0,False,True,False,False,False,False,False,False,False,False,True,False,False
1,2000,6,359,0,228,,44620.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2004,1,430,3,177,,18026.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2012,6,574,0,221,,24230.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2009,1,257,0,259,,18931.0,False,False,False,False,False,False,False,False,True,False,False,False,True
18,2016,3,641,2,247,1526.0,160000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
24,2020,3,639,2,172,,43763.0,False,False,False,False,False,False,False,False,True,False,True,False,False
19,2003,6,651,2,158,,43429.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1973,6,770,2,208,53092.91584566751,10707.0,False,False,False,False,False,False,False,False,True,False,False,True,False
28,2022,1,656,2,258,,56600.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2022,6,541,2,66,,30934.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,1942,1,800,3,151,,9966.0,False,False,False,False,False,False,False,False,False,True,False,True,False
27,2002,6,436,1,17,,36747.0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1920,6,544,1,45,,16147.0,False,False,False,False,False,False,False,False,False,True,False,True,False
27,2001,5,434,1,246,,50000.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2020,6,697,2,49,,60411.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,6,685,2,219,,121980.0,False,True,False,False,False,False,False,False,False,False,True,False,False
6,1960,3,457,2,247,,34500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
1,2019,6,498,0,80,,28571.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1990,6,149,2,49,,14866.0,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1998,1,409,0,34,,33407.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,1996,6,144,1,145,,97993.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,1996,3,727,2,228,,66150.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2022,5,641,2,247,,127000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2019,6,671,2,247,,139999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
11,2023,6,800,0,27,,10189.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2023,1,641,0,247,,13000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
2,2010,6,665,2,259,,65675.0,False,False,False,True,False,False,False,False,False,False,True,False,False
4,2023,5,313,2,247,,127000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
9,2015,3,300,2,247,,47000.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2005,6,175,0,65,,11580.0,False,False,False,False,False,False,False,False,False,True,False,True,False
27,2004,6,451,2,145,,43986.0,False,False,False,False,False,True,False,False,False,False,True,False,False
8,1951,3,673,2,195,,74543.0,False,False,False,False,False,False,False,False,False,True,True,False,False
26,2012,1,502,0,247,,8900.0,False,False,False,True,False,False,False,False,False,False,False,True,False
18,2018,6,329,0,259,,41759.0,False,False,False,False,False,False,False,False,True,False,False,False,True
1,2019,6,346,2,247,,39999.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2005,6,282,3,259,756.0,9152.0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1996,1,366,2,158,1968.0,28953.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2011,6,688,3,98,,42315.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2021,6,517,2,208,,88952.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2021,5,368,2,247,,67495.0,False,False,False,False,False,True,False,False,False,False,True,False,False
28,2024,3,652,2,219,,63999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2014,6,641,2,247,,100799.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2008,6,371,3,66,,36132.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2008,6,592,2,259,,23369.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2023,5,711,2,259,,58584.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2014,6,498,1,259,,50481.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,1989,3,281,2,195,756.0,15914.0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,2023,3,368,2,247,756.0,78000.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2023,3,517,2,175,,73118.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,3,713,2,159,,84519.0,False,False,False,False,False,True,False,False,False,False,False,False,True
27,2003,6,447,0,247,,34750.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2013,1,641,2,185,,104062.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1950,6,800,1,99,,16692.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2017,6,606,0,221,,47460.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,6,447,2,247,,154700.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2018,6,644,2,259,,76154.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2018,6,639,2,208,,41700.0,False,False,False,False,False,False,False,False,True,False,True,False,False
11,2024,6,164,0,238,,16000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2023,6,109,0,249,,47500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2023,5,544,2,202,,108828.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2021,6,312,2,247,,124000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,3,654,2,185,,94541.0,False,False,False,False,False,False,False,False,True,False,True,False,False
25,2023,3,282,2,195,756.0,16193.0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,2022,6,661,2,247,,67500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,1997,6,344,1,228,,28900.0,False,False,False,False,False,False,False,False,False,True,True,False,False
27,2015,6,469,3,66,,32353.0,False,False,False,False,False,False,False,False,False,True,True,False,False
6,2023,5,696,2,159,,44542.0,False,False,False,False,False,False,False,False,True,False,True,False,False
22,2002,6,199,2,44,,161466.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2020,5,754,2,47,,37861.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2008,6,517,2,208,,61908.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2022,3,591,2,28,,62437.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,1981,6,227,2,219,,53000.0,False,False,False,True,False,False,False,False,False,False,False,False,True
4,1920,5,518,2,247,,57900.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2018,6,424,0,247,,94500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2020,0,641,2,197,1526.0,103781.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,2013,6,800,2,228,,109200.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,2022,5,656,2,247,,85500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
3,2023,5,592,2,208,,126286.0,False,False,False,False,False,False,False,False,True,False,True,False,False
11,2023,6,770,0,208,3.141592653589793,11674.0,False,False,False,False,False,False,False,False,True,False,False,True,False
25,2024,6,287,1,17,756.0,11692.0,False,False,False,False,False,False,False,False,True,False,False,False,True
25,2017,5,282,2,241,756.0,17500.0,False,False,False,False,False,False,False,True,False,False,False,False,True
25,2023,5,762,2,27,,29509.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,6,680,2,247,,118999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2022,1,592,0,247,,13495.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,1987,6,171,0,259,,31340.0,False,False,False,False,False,False,False,False,False,True,False,False,True
18,2005,3,641,2,195,,120050.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,1998,1,106,0,259,,127103.0,False,False,False,False,False,False,False,True,False,False,True,False,False
19,1994,1,34,0,247,,5995.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2020,5,631,2,219,1526.0,112999.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2022,6,457,2,247,,30950.0,False,False,False,False,False,True,False,False,False,False,False,True,False
28,2018,5,656,2,247,,69500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2011,1,641,2,153,1526.0,101219.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1970,1,800,0,146,,47883.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2010,6,526,0,221,,20800.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1955,6,800,0,96,,15478.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2014,6,636,2,172,1526.0,103338.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2023,3,416,2,247,,165500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,2024,5,546,2,27,,39531.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2016,3,641,2,177,,140309.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1953,6,800,0,247,1479.0,18000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
25,2024,5,762,2,47,,32293.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,2024,0,718,2,259,,81947.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2021,3,313,2,247,,129000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
21,2022,5,656,2,247,,82962.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1990,6,800,2,228,1148.0,14230.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2019,3,711,2,196,1526.0,114041.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2011,6,641,2,177,1526.0,110708.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1952,6,800,1,259,,16982.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,2024,3,635,2,219,,40499.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2007,6,712,2,259,,66257.0,False,False,False,False,False,False,False,False,True,False,True,False,False
1,2020,6,591,2,70,,56481.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2020,6,681,2,238,,116995.0,False,False,False,False,False,True,False,False,False,False,True,False,False
9,2018,5,768,2,247,,58225.0,False,False,False,False,False,False,False,False,True,False,False,True,False
