name,Movement,Case material,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($)
4,0,7,2011,6,1369,2,881,1256.6370614359173,52400.0
18,0,7,2021,3,1801,2,937,1288.2493375126646,128000.0
27,0,5,2004,6,1175,2,396,1075.2100856911068,38863.0
6,0,9,2024,6,200,0,937,962.1127501618741,11080.0
12,1,9,2022,6,1220,0,923,1436.2,14455.0
4,0,5,2018,5,1353,2,845,1307.4051987179282,110000.0
4,0,7,2022,5,1369,2,845,1256.6370614359173,62000.0
18,0,9,1990,6,405,1,937,1075.2100856911068,75180.0
12,1,5,1990,6,441,0,976,1073.0,11990.0
4,0,8,2023,3,1374,2,937,1398.6684653047118,86088.0
18,0,5,2016,6,1633,2,937,1256.6370614359173,159000.0
18,0,8,2012,6,1653,2,864,1520.0,73000.0
21,0,3,2023,6,1470,2,937,1339.6457933253935,104900.0
21,0,3,2014,5,1581,2,976,1225.4174844408687,70500.0
12,1,8,2023,6,1217,0,801,1436.2,15230.0
4,0,7,1998,6,1037,3,846,1017.8760197630929,35595.0
6,0,8,2023,3,1823,2,746,1256.6370614359173,37790.0
4,0,8,2022,6,1759,2,937,1398.6684653047118,125000.0
28,0,8,2022,1,1720,2,828,1225.4174844408687,56600.0
6,1,9,1994,6,679,3,229,530.929158456675,9130.0
1,0,8,2020,5,1425,2,892,1256.6370614359173,49950.0
6,1,9,1970,1,2052,0,801,452.3893421169302,6250.0
18,0,5,2019,6,1633,2,937,1256.6370614359173,159500.0
6,0,8,2022,6,1443,2,832,1194.5906065275187,33800.0
1,0,8,2014,6,1467,3,907,1256.6370614359173,36500.0
1,0,8,2015,6,1468,2,972,1288.2493375126646,40199.0
0,1,9,1953,6,2048,0,937,1147.0,18000.0
18,0,7,2008,6,1622,2,660,1520.0,109123.0
11,1,9,2022,6,448,0,926,572.5552611167398,8999.0
4,0,5,2016,6,1353,2,937,1307.4051987179282,105000.0
6,0,7,2021,5,1818,2,845,1256.6370614359173,49999.0
18,0,7,2020,3,1645,2,937,1520.0,114999.0
27,0,9,2002,6,1171,3,831,1075.2100856911068,33600.0
6,1,5,2010,6,1406,0,972,1075.2100856911068,18499.0
1,0,5,2022,6,1429,2,845,1256.6370614359173,62248.0
6,0,5,2004,1,982,0,937,962.1127501618741,22550.0
24,0,8,2018,6,1594,2,895,1385.4423602330987,40995.0
6,1,9,1950,1,1706,0,937,706.8583470577034,8850.0
18,0,7,2019,1,1645,2,936,1520.0,102000.0
13,0,8,2017,6,1594,2,971,1385.4423602330987,35950.0
12,1,9,1970,6,2018,0,876,901.0,7112.0
4,0,5,2010,6,1372,2,801,1256.6370614359173,76500.0
4,2,7,2023,5,1479,2,937,1182.3698111050544,54995.0
18,0,5,2008,6,1657,1,937,1256.6370614359173,84900.0
18,0,7,2020,6,1687,2,964,1288.2493375126646,95750.0
4,0,8,2021,6,1375,2,937,1398.6684653047118,87995.0
25,2,7,2022,6,762,2,739,753.0,13027.0
18,0,7,2017,6,1645,2,867,1520.0,99497.0
1,0,8,2012,6,1563,2,937,1134.1149479459152,34850.0
4,0,5,2023,6,1372,2,845,1256.6370614359173,79000.0
18,0,5,2022,5,1795,2,937,1288.2493375126646,132000.0
0,1,9,1946,0,2058,0,785,734.4,8500.0
6,0,8,2002,6,548,2,894,1017.8760197630929,20500.0
27,0,9,2002,6,1171,1,65,1075.2100856911068,30102.0
18,2,1,1985,1,616,0,225,572.5552611167398,9966.0
6,1,9,2022,6,488,0,841,855.2985999398212,7999.0
18,0,7,2016,6,1624,2,937,1520.0,99500.0
6,0,8,2022,1,1399,1,929,1075.2100856911068,14492.0
6,1,9,1957,6,2003,0,876,1216.0,9302.0
0,0,1,2017,6,1787,2,845,1559.25,118000.0
6,0,8,2020,6,1974,2,976,1104.4661672776617,36500.0
4,0,5,2022,6,1353,2,872,1307.4051987179282,112250.0
18,0,7,1960,6,1610,2,926,572.5552611167398,109999.0
4,0,7,2022,5,1369,2,238,1256.6370614359173,59575.0
4,0,7,2019,6,1349,2,845,1307.4051987179282,76500.0
2,0,7,2023,3,2005,2,939,1385.4423602330987,64500.0
18,0,7,2019,6,1626,2,937,1520.0,99000.0
26,1,7,1910,1,762,0,781,1452.2012041218818,9000.0
6,1,5,1993,6,388,2,398,754.7676350249478,13251.0
18,0,1,2014,6,1787,3,864,1559.25,115500.0
6,0,9,1965,6,191,0,905,855.2985999398212,14000.0
11,1,9,2018,6,577,0,949,644.0,8800.0
18,0,7,2020,5,1622,2,845,1256.6370614359173,125000.0
25,2,7,2010,6,753,0,976,750.0,8950.0
18,0,7,2023,5,1685,2,937,1288.2493375126646,82995.0
6,1,9,1995,6,476,3,978,855.2985999398212,12800.0
27,0,5,2022,5,1457,2,975,1164.1564276958677,44405.0
4,0,8,2022,3,1374,2,937,1398.6684653047118,86100.0
4,0,5,2009,6,1372,2,439,1256.6370614359173,77949.0
12,1,9,1960,6,232,0,801,847.5500000000001,8999.0
6,2,9,2019,1,367,0,238,855.2985999398212,6559.0
25,2,7,2000,6,1169,0,899,490.8738521234052,8800.0
4,0,5,2023,6,1371,2,937,1256.6370614359173,79795.0
6,0,8,2021,6,1594,2,734,1385.4423602330987,38448.0
1,0,8,2018,6,1425,1,937,1256.6370614359173,44750.0
18,0,5,2022,3,1657,2,892,1520.0,112500.0
26,2,8,1969,6,2104,0,832,1385.4423602330987,16500.0
18,0,7,2015,6,1624,2,661,1520.0,102999.0
12,1,8,1974,6,1576,3,841,1320.0,10999.0
18,0,7,2012,6,1626,2,439,1520.0,96546.0
19,2,1,1998,1,696,2,827,572.5552611167398,7700.0
4,0,8,2018,6,1375,2,937,1398.6684653047118,77500.0
18,0,7,2018,6,1645,2,957,1520.0,111995.0
0,2,9,1985,6,377,0,907,720.0,18000.0
6,1,9,2018,6,1204,2,839,1017.8760197630929,19450.0
6,0,8,2023,3,1822,2,937,1256.6370614359173,38500.0
18,0,7,2014,6,1785,2,158,1288.2493375126646,111300.0
18,0,7,2021,5,1904,2,937,973.1397403759745,72000.0
6,1,3,2006,6,1407,2,944,1075.2100856911068,35000.0
6,0,9,2023,6,421,0,937,855.2985999398212,11000.0
18,0,5,2020,6,1795,2,895,1288.2493375126646,116995.0
4,0,5,2013,1,1372,2,937,1256.6370614359173,70000.0
6,0,5,2019,5,1592,2,905,1385.4423602330987,42000.0
4,0,7,2021,6,1369,1,734,1256.6370614359173,44307.0
6,1,8,2022,6,1833,2,728,1194.5906065275187,29318.0
6,0,8,2023,3,1822,2,238,1256.6370614359173,40979.0
12,1,9,1994,0,864,1,821,975.0,10800.0
18,2,7,1986,1,616,0,104,572.5552611167398,14192.0
18,2,1,1992,6,610,0,183,572.5552611167398,10891.0
21,0,8,2006,6,1291,2,801,1665.0,78200.0
18,0,5,2022,6,1657,2,937,1520.0,119445.0
18,0,7,2022,3,1682,2,937,1288.2493375126646,119800.0
6,1,9,1970,6,476,2,192,855.2985999398212,11793.0
6,2,8,2022,6,1837,2,961,1116.0,48000.0
6,0,8,2023,3,1822,2,381,1256.6370614359173,40088.0
18,0,5,2018,6,1795,0,937,1288.2493375126646,98000.0
24,0,5,2005,6,2079,2,936,1140.0,26775.0
6,1,9,1991,6,488,0,926,907.9202768874502,10499.0
4,0,7,2019,6,1360,2,915,1256.6370614359173,55350.0
24,0,8,2022,6,1594,2,739,1385.4423602330987,49513.0
18,0,5,2022,6,1795,2,937,1288.2493375126646,128775.0
6,1,9,2016,6,1402,3,846,1075.2100856911068,22795.0
4,2,7,2021,6,1022,1,937,1017.8760197630929,30000.0
4,0,5,2022,5,1353,2,381,1307.4051987179282,111356.0
6,0,9,1990,6,542,3,937,855.2985999398212,25000.0
11,0,9,1979,6,365,2,171,1017.8760197630929,18686.0
6,1,9,1950,6,185,0,399,855.2985999398212,6570.0
18,0,7,2020,6,1800,2,926,1256.6370614359173,159999.0
18,0,7,2015,6,1624,2,203,1520.0,94541.0
18,0,5,2019,6,1632,1,852,1256.6370614359173,155875.0
6,1,9,1991,6,476,2,381,855.2985999398212,11080.0
18,0,7,2000,1,346,2,975,1596.0,75000.0
4,0,7,2023,3,1360,2,895,1256.6370614359173,63495.0
18,0,5,2022,6,1657,2,867,1520.0,106497.0
21,0,9,1999,6,504,3,846,1017.8760197630929,45995.0
18,0,7,2012,6,1624,2,937,1520.0,99500.0
6,1,8,1999,6,487,2,529,855.2985999398212,12193.0
4,0,7,2015,6,1369,2,881,1256.6370614359173,55000.0
4,2,7,2022,3,1479,2,937,1182.3698111050544,51500.0
6,0,8,2022,5,1443,2,939,1194.5906065275187,34500.0
6,1,9,1940,6,2010,3,937,1159.0,8999.0
6,1,9,1990,6,476,3,217,855.2985999398212,11024.0
6,0,9,1970,0,200,0,794,962.1127501618741,12950.0
18,0,5,2016,6,1633,2,937,1256.6370614359173,159000.0
6,1,9,1998,6,633,3,229,490.8738521234052,10689.0
13,0,3,2022,3,1589,2,977,1398.6684653047118,165000.0
18,0,7,2016,6,1626,2,937,1520.0,97500.0
18,0,7,2018,5,1645,2,937,1520.0,109995.0
4,0,7,2020,6,1758,2,238,1398.6684653047118,121935.0
6,0,8,2023,5,1822,2,852,1256.6370614359173,41875.0
6,0,9,1966,1,1425,0,801,973.1397403759745,9999.0
6,1,5,2022,6,490,1,814,855.2985999398212,12995.0
18,2,1,1980,1,610,0,191,783.0,11024.0
6,0,8,1979,3,1594,2,935,1385.4423602330987,39900.0
18,2,7,1993,6,470,0,167,855.2985999398212,27828.0
18,0,1,2017,6,1787,2,937,1559.25,119000.0
6,1,9,1957,1,189,0,966,1292.0,7995.0
6,0,8,2021,1,1594,2,333,1385.4423602330987,38863.0
18,0,5,2024,5,1657,2,937,1520.0,129995.0
4,0,7,2016,6,1369,2,937,1256.6370614359173,56500.0
21,0,5,2021,6,1543,2,803,1194.5906065275187,57896.0
4,0,7,2007,1,1037,3,439,1017.8760197630929,38863.0
