name,Movement,Case material,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($)
1,0,1,2022,5,399,1,824,1075.2100856911068,40000.0
6,0,6,2008,3,561,2,747,1194.5906065275187,33378.0
17,0,5,2014,5,525,2,824,1520.0,114950.0
6,0,3,2023,4,431,2,747,1075.2100856911068,25500.0
17,0,3,2023,3,577,2,645,1256.6370614359173,117293.0
0,1,7,2021,5,239,0,718,779.311327631118,33500.0
6,1,3,2024,5,339,0,250,1254.0,17000.0
1,0,3,2017,5,389,2,322,1075.2100856911068,35634.0
6,0,7,1973,5,181,0,52,962.1127501618741,11213.0
4,2,5,2024,3,485,2,506,1182.3698111050544,60522.0
15,0,6,1905,4,415,2,85,1134.1149479459152,445424.0
17,0,5,2022,5,525,2,611,1520.0,109129.0
17,0,5,2016,5,526,2,423,1256.6370614359173,98786.0
4,0,6,2021,4,463,2,824,1398.6684653047118,89500.0
17,0,6,2014,5,526,2,619,1256.6370614359173,76831.0
1,0,3,2017,3,505,2,609,1164.1564276958677,75939.0
4,0,3,2024,4,547,2,744,1385.4423602330987,149774.0
6,1,7,1994,5,371,2,178,865.6972716232036,19933.0
1,0,7,2011,5,454,2,799,1194.5906065275187,74999.0
1,0,6,2022,3,471,2,848,1256.6370614359173,55000.0
1,0,6,2016,5,455,2,250,1194.5906065275187,46000.0
8,1,6,2013,5,464,2,150,1194.5906065275187,55656.0
0,1,7,1944,5,31,3,329,962.1127501618741,12695.0
4,2,5,2024,4,485,2,164,1182.3698111050544,64586.0
6,1,7,1953,5,26,3,829,962.1127501618741,15000.0
1,0,3,2024,3,356,2,33,1134.1149479459152,88472.0
6,0,6,1920,5,457,2,405,1134.1149479459152,27554.0
1,0,6,2005,3,454,2,217,1075.2100856911068,38418.0
17,1,3,2012,5,552,2,706,1288.2493375126646,105716.0
11,0,7,1976,1,208,0,864,754.7676350249478,14995.0
6,1,7,1960,5,86,0,127,855.2985999398212,10913.0
8,0,7,2015,4,550,2,810,1256.6370614359173,78550.0
4,0,6,2021,3,463,2,824,1398.6684653047118,93000.0
6,0,1,2018,5,421,0,645,1134.1149479459152,123816.0
2,1,6,2018,1,545,2,795,1288.2493375126646,55000.0
2,0,5,2018,5,545,2,775,1288.2493375126646,52000.0
17,0,5,2023,3,577,2,643,973.1397403759745,69728.0
3,0,6,1960,3,497,2,265,1320.2543126711105,86954.0
0,1,7,2002,5,128,0,506,530.929158456675,9465.0
4,2,5,2016,5,407,2,453,995.3822163633902,38975.0
6,1,7,2024,0,225,3,395,804.247719318987,10489.0
6,0,7,2021,5,222,3,423,967.6183912872903,17307.0
21,1,1,2021,4,470,2,545,1256.6370614359173,309823.0
4,0,3,2022,5,460,2,824,1307.4051987179282,102900.0
1,0,6,1938,5,471,2,784,1256.6370614359173,44500.0
21,1,6,1989,3,470,2,824,1256.6370614359173,260000.0
15,0,6,2024,4,466,2,744,1256.6370614359173,846194.0
17,0,5,2009,5,552,2,645,1782.0,104259.0
20,0,1,2019,4,511,2,824,1225.4174844408687,87500.0
6,0,7,1989,5,170,3,299,962.1127501618741,8853.0
12,1,6,2021,5,443,1,459,1436.2,21714.0
17,0,5,2022,3,577,2,848,973.1397403759745,65000.0
27,0,6,2019,5,541,2,33,1194.5906065275187,66702.0
21,1,1,2023,4,489,2,164,1320.2543126711105,918687.0
12,2,6,2023,5,331,1,85,615.7521601035994,11024.0
6,0,6,2023,3,558,2,824,1256.6370614359173,38450.0
17,0,5,2012,5,526,2,90,1520.0,119315.0
6,0,3,2023,5,479,0,711,1194.5906065275187,29900.0
4,0,6,2020,5,463,2,645,1398.6684653047118,109479.0
6,1,7,1960,5,120,0,46,907.9202768874502,13140.0
6,0,6,2017,5,557,2,242,1194.5906065275187,26704.0
4,0,3,2005,5,402,2,342,1398.6684653047118,49553.0
1,0,3,1980,5,353,0,246,1194.5906065275187,39377.0
4,0,6,2022,1,463,2,249,1398.6684653047118,81174.0
20,0,6,2023,5,543,1,85,1650.2,56235.0
23,0,6,2017,3,515,2,546,1385.4423602330987,54342.0
6,1,7,1940,1,629,0,206,804.247719318987,8341.0
6,1,3,2002,5,219,2,396,730.6166415004762,16258.0
17,0,5,2020,3,534,2,266,1256.6370614359173,248252.0
21,1,3,2017,4,470,2,824,1256.6370614359173,262960.0
17,0,0,1983,5,434,3,374,1017.8760197630929,47883.0
17,0,6,2024,5,527,0,242,1256.6370614359173,137598.0
21,1,6,2014,5,488,2,824,1320.2543126711105,183705.0
6,0,6,2015,3,422,2,453,1170.2118475356622,151110.0
4,0,3,2023,4,462,2,744,1256.6370614359173,79000.0
13,1,6,2016,3,513,2,747,1320.2543126711105,181133.0
6,1,7,1948,1,55,0,788,1134.1149479459152,13500.0
13,1,1,2024,4,501,2,319,1320.2543126711105,233846.0
17,0,6,2022,4,526,2,824,1520.0,87745.0
8,1,3,2023,3,574,2,828,962.1127501618741,63500.0
6,1,7,1950,5,92,0,148,855.2985999398212,7784.0
4,0,5,2019,3,462,2,248,1256.6370614359173,65412.0
17,0,3,2021,5,577,2,824,973.1397403759745,125000.0
17,0,5,2010,4,552,2,545,1256.6370614359173,122492.0
4,0,3,2024,3,484,2,824,1250.3617301103716,165000.0
6,0,6,2021,5,441,2,242,962.1127501618741,17995.0
6,0,7,2005,4,441,2,824,962.1127501618741,37199.0
4,0,3,2022,5,460,2,767,1307.4051987179282,112250.0
17,0,3,2021,5,577,2,33,962.1127501618741,116367.0
6,1,7,2023,5,142,0,823,1017.8760197630929,25625.0
0,0,7,1960,5,626,0,106,660.519855417254,9465.0
17,0,0,1999,5,221,3,506,1075.2100856911068,50511.0
1,0,3,2017,3,355,2,824,1134.1149479459152,49500.0
26,0,6,1977,4,481,2,822,1164.1564276958677,149000.0
17,0,6,2020,5,534,2,775,1256.6370614359173,245000.0
17,0,5,2012,5,552,2,645,1288.2493375126646,110783.0
12,1,6,2018,4,443,2,824,1436.2,28875.0
6,0,6,2020,4,491,2,164,1134.1149479459152,42315.0
6,0,3,2018,5,457,2,824,1134.1149479459152,39495.0
6,1,3,2016,5,468,2,824,1075.2100856911068,27930.0
17,0,5,2022,3,577,2,824,962.1127501618741,64900.0
4,0,6,2021,4,547,2,822,1398.6684653047118,129000.0
17,0,3,2023,5,552,2,254,1288.2493375126646,133977.0
1,0,3,2016,5,471,2,813,1256.6370614359173,48999.0
26,0,7,2005,5,434,2,485,1075.2100856911068,39955.0
9,0,7,2000,5,376,0,732,962.1127501618741,28500.0
17,0,3,2024,3,552,2,857,1504.0,800000.0
17,0,6,2016,5,551,2,824,1520.53084433746,455000.0
17,0,3,2013,3,552,3,246,1288.2493375126646,114275.0
13,1,1,1998,5,501,2,824,1320.2543126711105,215000.0
20,0,3,2005,5,458,2,246,1134.1149479459152,56481.0
1,0,5,2023,3,355,2,609,1134.1149479459152,41878.0
1,0,6,2022,5,454,2,250,1194.5906065275187,29000.0
6,0,7,1974,1,181,2,463,962.1127501618741,16094.0
2,0,5,2023,3,538,2,838,1385.4423602330987,66900.0
17,0,5,2017,5,553,2,348,1288.2493375126646,145743.0
21,1,1,2010,5,548,2,815,1256.6370614359173,289000.0
21,1,7,2022,4,488,2,824,1320.2543126711105,144995.0
12,1,6,2000,1,381,0,351,1140.0,13340.0
26,0,7,2020,5,481,2,208,1164.1564276958677,111334.0
17,0,5,2015,5,532,2,824,1288.2493375126646,120000.0
2,0,1,2007,5,538,0,253,1385.4423602330987,64926.0
2,0,1,2004,5,545,2,85,1288.2493375126646,52671.0
26,0,6,2018,5,434,2,676,1075.2100856911068,49526.0
9,0,6,2023,3,481,2,609,1164.1564276958677,134010.0
20,2,7,2022,1,394,0,824,1256.6370614359173,8995.0
4,0,6,2022,4,547,2,811,1398.6684653047118,126000.0
4,0,3,2023,4,547,2,619,1385.4423602330987,130267.0
20,0,1,2012,5,511,2,423,1225.4174844408687,46995.0
6,0,6,2022,3,515,2,645,1013.9999999999999,42358.0
6,1,7,2021,5,245,0,248,855.2985999398212,12384.0
4,0,6,2022,4,547,2,609,1398.6684653047118,129000.0
17,0,5,2022,4,525,2,811,1256.6370614359173,284995.0
26,0,1,2006,5,434,2,568,1075.2100856911068,54078.0
4,2,3,2001,5,359,0,405,615.7521601035994,21654.0
23,1,3,2000,5,328,1,556,660.519855417254,13407.0
1,0,6,2019,5,355,3,251,1134.1149479459152,44659.0
17,0,5,2023,3,526,2,645,1520.0,138867.0
18,0,7,1996,5,418,0,645,1017.8760197630929,35841.0
4,0,3,2024,3,594,2,609,1250.3617301103716,415000.0
20,0,7,2020,4,543,2,824,1650.2,85000.0
17,0,3,2019,5,552,2,242,1288.2493375126646,115151.0
21,1,3,2021,4,488,2,592,1320.2543126711105,183737.0
0,1,7,1870,5,542,3,201,824.4795760081053,8796.0
20,0,6,2022,3,496,2,732,1256.6370614359173,91888.0
1,0,3,2017,5,471,0,242,1256.6370614359173,41119.0
18,2,0,2000,1,334,0,856,572.5552611167398,5485.0
4,2,5,2022,5,485,2,824,1182.3698111050544,51000.0
12,1,3,1907,5,569,2,472,2463.0086404143976,22160.0
12,1,7,2023,5,303,0,838,2290.221044466959,12950.0
4,0,5,2023,4,485,2,824,1134.1149479459152,60999.0
17,0,5,2020,5,553,2,813,1256.6370614359173,159999.0
4,0,6,2021,5,463,2,645,1398.6684653047118,87316.0
1,0,6,2020,3,454,2,824,1194.5906065275187,53000.0
12,0,6,2011,3,572,2,747,1194.5906065275187,37723.0
4,0,6,2023,3,547,2,842,1398.6684653047118,129900.0
17,0,6,2020,3,534,2,127,1256.6370614359173,289526.0
1,0,3,2021,5,505,2,824,1164.1564276958677,67500.0
21,0,1,2024,4,488,2,127,1320.2543126711105,207679.0
6,0,6,2003,5,555,0,460,1194.5906065275187,28759.0
20,0,1,2009,5,458,0,153,1134.1149479459152,50900.0
6,1,3,2023,5,561,2,503,1194.5906065275187,36636.0
17,0,5,2022,4,532,2,824,1288.2493375126646,137995.0
23,1,6,2023,4,352,2,747,962.1127501618741,34500.0
24,2,6,2007,5,347,2,554,490.8738521234052,32309.0
12,1,3,2015,5,425,2,823,1344.0,22038.0
0,1,7,1851,5,411,1,463,1661.9025137490005,30623.0
12,1,6,2016,5,469,2,255,1519.56,42689.0
20,0,6,2021,3,496,2,824,1256.6370614359173,69500.0
12,1,6,2004,5,469,1,85,1754.06,35523.0
1,0,3,2008,3,505,2,815,1134.1149479459152,43900.0
6,1,7,2020,5,440,0,813,1017.8760197630929,15999.0
17,0,0,2023,5,221,0,127,1520.53084433746,45712.0
24,2,3,2021,5,349,0,248,706.8583470577034,12169.0
4,0,7,2004,5,405,0,208,1182.3698111050544,65678.0
17,0,3,2018,4,552,2,686,1288.2493375126646,695000.0
25,1,7,1960,1,626,0,453,1320.2543126711105,6012.0
2,1,6,2018,1,545,2,795,1288.2493375126646,55000.0
17,0,5,2011,5,552,2,824,1782.0,103500.0
11,0,6,1954,3,533,2,265,1362.75,84064.0
12,1,6,2024,4,573,2,127,1078.8,316919.0
4,2,5,2023,5,407,1,824,804.247719318987,40000.0
17,0,5,2020,5,526,2,844,1256.6370614359173,98450.0
1,0,6,2023,5,526,0,862,1256.6370614359173,40800.0
4,0,5,2024,5,405,0,498,1075.2100856911068,43986.0
4,0,3,2024,4,460,2,744,1307.4051987179282,130175.0
6,1,6,2023,5,352,0,766,962.1127501618741,28070.0
0,1,7,1942,5,505,0,787,1256.6370614359173,8495.0
6,0,3,2011,1,445,3,72,1075.2100856911068,25340.0
9,0,3,2021,4,467,2,240,1194.5906065275187,95840.0
6,0,7,1968,5,132,0,815,962.1127501618741,13500.0
6,1,6,2023,4,561,2,824,1194.5906065275187,32900.0
4,0,6,2023,5,463,3,645,1398.6684653047118,87323.0
8,1,3,2017,5,574,2,205,962.1127501618741,55672.0
6,0,6,1960,5,515,1,820,1385.4423602330987,35993.0
20,0,7,2020,4,498,2,824,1194.5906065275187,87600.0
6,0,7,1993,5,222,2,329,855.2985999398212,11692.0
12,1,3,1906,1,543,0,457,2463.0086404143976,6236.0
4,0,3,2006,3,460,2,609,1307.4051987179282,118654.0
17,0,3,2009,5,526,2,645,1520.0,91226.0
4,0,6,2023,5,547,2,824,1398.6684653047118,125980.0
6,0,6,2016,5,479,2,393,1194.5906065275187,26433.0
1,0,6,2023,5,389,2,85,1075.2100856911068,43874.0
6,1,7,1940,5,603,3,824,1159.0,8999.0
8,0,3,2023,5,550,1,242,1256.6370614359173,68201.0
6,0,6,2024,5,558,2,427,973.1397403759745,38076.0
26,0,1,2023,3,480,2,842,1164.1564276958677,61999.0
17,0,5,2017,5,525,2,609,1520.0,109000.0
20,0,6,2021,5,453,2,405,1075.2100856911068,59021.0
12,1,3,1907,5,479,2,472,2463.0086404143976,22160.0
17,0,5,2019,4,532,2,824,1256.6370614359173,135000.0
8,0,3,2015,3,550,2,210,1256.6370614359173,85722.0
17,0,3,2021,3,577,2,824,973.1397403759745,107000.0
17,0,7,2023,5,221,0,812,1075.2100856911068,39000.0
1,0,6,2022,5,454,1,815,1194.5906065275187,35950.0
16,0,1,2024,3,504,2,256,1256.6370614359173,4454239.0
6,0,6,2022,3,478,2,265,1256.6370614359173,54182.0
6,1,7,1990,1,149,0,824,907.9202768874502,9199.0
6,1,7,1989,1,88,0,498,855.2985999398212,8686.0
17,0,5,2019,5,525,2,824,1520.0,125000.0
6,0,6,1999,5,264,2,296,907.9202768874502,20601.0
26,0,3,2021,5,446,1,85,1225.4174844408687,36747.0
6,1,6,2010,5,468,2,464,1075.2100856911068,27282.0
9,0,7,2023,3,481,2,265,1164.1564276958677,125571.0
4,0,3,2023,4,484,2,811,1250.3617301103716,164995.0
4,0,5,2019,5,405,0,824,1134.1149479459152,51000.0
17,0,3,2008,1,526,0,443,1520.0,86428.0
12,1,6,2023,5,510,2,426,907.9202768874502,13767.0
17,0,5,1999,3,202,3,645,1194.5906065275187,114041.0
20,0,7,1993,5,395,1,815,962.1127501618741,54900.0
17,0,5,2019,5,525,2,467,1520.0,121378.0
25,1,6,2008,5,577,0,645,283.5287369864788,15575.0
12,2,7,2022,5,315,1,85,660.519855417254,11915.0
4,0,3,2023,3,486,2,841,1182.3698111050544,96500.0
6,1,7,1990,5,245,2,44,855.2985999398212,13920.0
24,2,5,2000,5,347,2,554,750.0,13407.0
21,1,6,2014,5,488,2,824,1320.2543126711105,183705.0
6,0,7,2013,5,479,0,766,1134.1149479459152,29990.0
1,0,1,2008,4,454,2,568,1194.5906065275187,47882.0
6,1,7,1999,5,380,1,42,855.2985999398212,15289.0
20,0,3,2020,4,498,2,824,1194.5906065275187,87600.0
6,0,7,1970,5,132,0,824,962.1127501618741,11080.0
8,1,7,2021,5,6,0,784,855.2985999398212,56900.0
6,0,6,2014,5,457,2,393,1134.1149479459152,25240.0
4,0,3,2017,5,409,2,254,320.34,102190.0
17,0,5,2007,3,532,2,824,1288.2493375126646,93950.0
4,0,5,2024,4,547,2,164,1398.6684653047118,150331.0
11,1,6,2023,5,634,1,178,380.132711084365,6681.0
6,1,5,1990,5,219,2,724,730.6166415004762,18421.0
17,0,6,2013,5,525,2,171,1256.6370614359173,72381.0
13,1,1,2022,4,508,2,506,1320.2543126711105,1002204.0
6,1,5,1971,1,174,0,580,962.1127501618741,19877.0
13,1,1,2022,4,501,2,824,1320.2543126711105,259995.0
6,0,7,1998,5,262,0,201,855.2985999398212,14471.0
4,0,5,2018,5,547,2,645,1398.6684653047118,122506.0
1,0,3,1998,1,389,3,120,1075.2100856911068,30623.0
18,0,7,1990,5,418,0,645,1017.8760197630929,50171.0
6,0,3,2019,5,515,2,795,1385.4423602330987,42000.0
5,2,7,1974,5,188,2,453,1270.5,31736.0
1,0,3,2012,5,355,1,246,1134.1149479459152,44170.0
6,0,7,2019,5,387,0,763,1017.8760197630929,23220.0
0,1,3,1887,1,458,3,557,1362.75,6749.0
6,0,6,2019,5,557,2,453,1194.5906065275187,32850.0
26,0,1,2005,5,434,1,568,1075.2100856911068,47318.0
1,0,3,2007,5,505,2,351,1134.1149479459152,38975.0
4,0,3,2022,4,462,2,690,1256.6370614359173,86900.0
17,0,5,1999,5,221,2,348,1075.2100856911068,44409.0
17,0,5,2012,5,201,0,195,1256.6370614359173,155887.0
27,0,6,2023,5,541,2,453,1225.4174844408687,70154.0
11,1,7,1978,5,231,1,546,864.0,18931.0
26,0,7,2011,1,434,0,19,1104.4661672776617,27227.0
26,0,6,2022,5,519,2,427,1134.1149479459152,121150.0
20,0,7,1999,5,393,0,300,1385.4423602330987,38975.0
27,0,6,2019,4,541,2,824,1225.4174844408687,132510.0
6,0,6,2022,1,490,2,744,1134.1149479459152,21495.0
24,2,6,2017,5,347,0,756,650.0,29120.0
17,0,6,2013,5,490,2,445,1256.6370614359173,75000.0
4,0,3,2014,5,462,2,645,1256.6370614359173,82761.0
17,0,6,2021,4,526,2,732,1256.6370614359173,99800.0
1,0,6,2022,3,356,2,824,1134.1149479459152,86200.0
6,1,6,2023,5,70,1,495,754.7676350249478,8129.0
2,0,3,2024,3,538,2,248,1385.4423602330987,81437.0
13,1,1,1893,5,428,2,705,1560.0,165000.0
6,1,3,2022,5,442,0,732,1134.1149479459152,21888.0
12,1,7,2009,5,443,1,85,1436.2,18262.0
2,0,3,2012,1,545,2,33,1320.2543126711105,61245.0
4,0,5,2021,5,460,2,85,1307.4051987179282,92425.0
20,0,7,2008,5,458,2,127,1134.1149479459152,65589.0
26,0,1,2022,3,480,2,265,1164.1564276958677,61472.0
17,0,6,2023,4,536,2,249,1320.2543126711105,169836.0
17,0,3,2017,5,577,2,619,973.1397403759745,110717.0
4,0,5,2011,1,462,2,485,1256.6370614359173,51666.0
12,1,7,1957,5,84,3,829,1120.0,33000.0
26,0,6,2022,5,519,1,85,1244.1021067480938,109018.0
2,0,3,2024,3,538,2,33,1385.4423602330987,77337.0
4,0,6,2024,3,460,2,33,1307.4051987179282,187635.0
17,0,3,1945,5,552,2,453,1288.2493375126646,154785.0
6,0,6,2002,5,441,0,645,962.1127501618741,21603.0
24,0,3,2022,3,592,2,148,1017.8760197630929,64475.0
6,1,3,2014,5,339,0,710,855.2985999398212,19900.0
4,0,3,2016,5,462,2,824,1256.6370614359173,72995.0
1,0,3,2020,5,356,2,248,1134.1149479459152,64887.0
6,0,6,2022,4,478,2,192,1256.6370614359173,66791.0
6,1,6,2008,5,523,0,609,1017.8760197630929,39000.0
6,1,3,2024,3,561,2,838,1194.5906065275187,34750.0
21,1,3,2003,3,470,2,824,1256.6370614359173,273000.0
2,0,5,2016,1,545,0,70,1288.2493375126646,48871.0
17,0,7,1990,5,221,1,824,1075.2100856911068,75180.0
0,1,7,1977,5,546,0,287,1398.6684653047118,27616.0
4,0,6,2020,3,463,2,774,1398.6684653047118,109975.0
11,2,7,1997,1,320,1,463,415.4756284372501,10729.0
6,0,6,2007,3,478,2,744,1256.6370614359173,40499.0
21,1,7,2002,5,258,2,90,1075.2100856911068,148491.0
4,0,5,2007,1,406,3,382,1017.8760197630929,38863.0
7,0,6,2006,5,429,2,824,1134.1149479459152,261945.0
11,0,7,1980,5,208,2,554,962.1127501618741,20323.0
6,1,6,1974,5,181,0,9,962.1127501618741,26337.0
4,0,5,2020,3,462,2,208,1256.6370614359173,66802.0
24,2,3,2024,5,347,2,814,750.0,45499.0
2,0,5,2024,5,538,2,85,1385.4423602330987,66480.0
2,0,1,2010,5,545,2,814,1256.6370614359173,66999.0
6,0,6,2024,4,525,2,663,360.0,43656.0
0,1,7,1950,5,72,0,544,530.929158456675,22533.0
4,0,5,2023,3,462,2,735,1256.6370614359173,72500.0
17,0,5,2019,5,525,2,254,1520.0,120185.0
23,0,6,2017,5,515,2,609,1385.4423602330987,48997.0
17,0,5,2019,5,202,0,784,1385.4423602330987,69800.0
6,1,6,2018,4,339,2,248,855.2985999398212,26270.0
4,0,3,2024,3,486,2,609,1182.3698111050544,98178.0
20,0,6,2006,4,250,2,111,1017.8760197630929,66814.0
17,0,5,2019,5,532,2,250,1288.2493375126646,128000.0
17,0,3,2022,4,552,2,744,1288.2493375126646,213900.0
6,1,6,1950,5,245,0,810,855.2985999398212,9530.0
4,0,3,2020,3,460,2,609,1307.4051987179282,98700.0
1,0,1,2013,5,353,1,747,1075.2100856911068,38850.0
17,0,5,2009,5,525,2,824,1520.0,275000.0
17,0,6,2024,1,531,2,267,1256.6370614359173,236430.0
24,2,3,2005,5,347,1,85,750.0,21714.0
6,1,6,1995,5,380,1,784,855.2985999398212,18900.0
12,1,5,2021,4,427,2,453,1564.0,256119.0
4,0,5,2004,5,405,3,423,1134.1149479459152,45172.0
12,1,6,2010,4,443,2,489,1436.2,26158.0
1,0,7,1999,5,390,2,25,1075.2100856911068,42872.0
4,0,5,2020,4,460,2,519,1307.4051987179282,96879.0
2,0,1,2008,5,545,2,21,1288.2493375126646,66257.0
12,0,6,2023,1,449,0,253,1938.0,29563.0
6,1,7,1959,5,600,0,770,1166.1999999999998,8645.0
11,0,6,1973,5,190,1,164,1254.0,38418.0
1,0,3,2022,4,471,2,645,1256.6370614359173,61250.0
20,0,1,2016,4,453,2,824,1086.8653944359248,108340.0
12,0,6,2018,5,381,0,153,1110.0,12472.0
20,0,6,2022,3,496,2,87,1256.6370614359173,93273.0
1,0,6,2022,5,505,3,506,1164.1564276958677,50110.0
2,0,5,2018,5,545,2,486,1288.2493375126646,94653.0
4,0,3,2024,3,547,2,842,1194.5906065275187,129999.0
6,1,7,1950,1,18,3,208,962.1127501618741,13363.0
20,0,6,2024,3,496,2,506,1256.6370614359173,83294.0
0,1,3,1881,5,639,1,758,1963.4954084936207,6000.0
3,0,6,2024,3,497,2,824,1385.4423602330987,88000.0
6,0,3,2010,5,490,2,248,1134.1149479459152,24300.0
20,0,1,2018,4,453,2,475,1086.8653944359248,65000.0
12,1,7,2010,5,381,0,645,706.8583470577034,14988.0
17,0,3,2018,4,526,2,495,1520.0,115810.0
6,0,7,2022,3,479,2,570,1194.5906065275187,40645.0
21,1,3,2023,3,488,2,824,1320.2543126711105,205000.0
6,0,6,2016,5,555,3,248,1017.8760197630929,21279.0
6,0,3,2023,3,515,2,841,1385.4423602330987,48900.0
1,0,6,2012,3,471,2,812,1256.6370614359173,42500.0
6,0,7,1962,5,127,0,485,962.1127501618741,32000.0
4,0,6,2017,5,521,2,609,1307.4051987179282,474000.0
17,0,5,2012,5,525,2,824,1520.0,99500.0
8,1,7,1940,0,635,0,744,800.0,18000.0
11,1,7,2014,5,285,0,208,806.0,16703.0
6,0,3,2007,5,445,2,824,1075.2100856911068,25499.0
17,0,5,1967,5,526,2,747,1288.2493375126646,147000.0
17,0,3,2022,3,577,2,766,973.1397403759745,95000.0
17,0,7,1995,5,221,1,193,1075.2100856911068,36180.0
4,0,5,2019,5,462,2,307,1256.6370614359173,63295.0
26,0,3,2014,5,434,0,756,1075.2100856911068,41550.0
1,0,6,2024,4,471,2,824,1256.6370614359173,63200.0
6,1,7,1948,1,55,0,788,490.8738521234052,13500.0
17,0,7,1987,5,221,0,554,1075.2100856911068,145335.0
17,0,6,2024,3,536,2,609,1320.2543126711105,159136.0
25,1,7,2023,1,485,0,824,600.0,5900.0
16,0,6,2015,5,626,0,847,1256.6370614359173,685000.0
21,1,3,2019,4,470,2,609,1269.2348479768125,195000.0
26,0,1,2023,3,480,2,153,1164.1564276958677,64809.0
20,0,6,2024,3,585,2,351,967.6183912872903,82292.0
21,1,1,2023,4,489,2,824,1320.2543126711105,799995.0
17,1,3,2014,3,577,2,813,962.1127501618741,129999.0
21,1,1,2018,3,488,2,609,1320.2543126711105,247080.0
11,1,7,2020,5,231,0,506,572.5552611167398,16703.0
1,0,3,2020,5,482,2,702,1288.2493375126646,42700.0
6,0,6,2000,5,340,0,766,1006.5977021367055,80790.0
11,1,7,1961,5,254,0,21,572.5552611167398,9465.0
4,0,5,2010,5,462,0,732,1256.6370614359173,49850.0
4,0,6,2022,3,547,2,824,1398.6684653047118,129000.0
9,0,3,2023,4,467,2,164,1194.5906065275187,105788.0
2,0,5,1992,5,545,1,732,1256.6370614359173,98795.0
21,0,1,2009,5,548,2,453,1256.6370614359173,317365.0
8,1,6,2022,0,464,1,395,1219.2206929316628,62280.0
4,0,3,2023,3,462,2,645,1194.5906065275187,99900.0
6,0,7,2005,5,441,2,95,227.5,18931.0
24,0,5,2022,4,592,2,824,1017.8760197630929,31335.0
7,0,6,2007,5,429,2,381,962.1127501618741,272822.0
6,0,3,2009,5,490,3,250,1134.1149479459152,22000.0
17,0,7,1978,5,201,0,348,962.1127501618741,288287.0
26,0,6,2017,4,583,0,246,1307.4051987179282,33857.0
17,2,6,2007,0,567,2,395,804.247719318987,49168.0
17,0,5,2013,5,552,2,624,1782.0,107524.0
24,0,3,2021,5,592,2,824,1017.8760197630929,45500.0
17,0,3,2022,3,526,2,824,1256.6370614359173,114900.0
17,0,5,2015,4,526,2,744,1256.6370614359173,99000.0
17,0,5,2023,3,577,2,826,973.1397403759745,67500.0
21,1,3,2023,4,470,2,824,1385.4423602330987,250000.0
0,1,6,2005,5,106,0,159,176.71458676442586,6680.0
12,2,6,2021,1,314,0,412,380.132711084365,6346.0
17,0,5,2019,4,525,2,744,1256.6370614359173,117500.0
1,0,6,2005,5,389,2,85,1075.2100856911068,25946.0
11,2,7,2006,5,237,0,164,1067.5,21714.0
12,1,6,2018,5,469,0,74,824.4795760081053,26858.0
21,0,1,2024,3,488,2,824,1320.2543126711105,191500.0
21,1,6,2024,3,470,2,248,1256.6370614359173,271895.0
9,1,6,2022,3,465,2,822,1320.2543126711105,65500.0
6,0,5,2023,5,474,2,103,1256.6370614359173,49999.0
17,0,5,2022,4,553,2,824,1256.6370614359173,122500.0
17,1,5,2020,4,534,2,824,1520.0,255000.0
17,0,3,2021,5,526,2,505,1520.0,110131.0
17,0,3,2017,4,552,2,824,1288.2493375126646,195000.0
4,0,3,2023,3,411,2,544,995.3822163633902,172000.0
25,1,7,1902,5,443,0,702,1256.6370614359173,6999.0
4,0,6,2022,4,547,2,824,1398.6684653047118,127000.0
6,0,3,2011,5,555,2,253,1075.2100856911068,26570.0
6,0,7,2023,5,479,2,85,1194.5906065275187,44431.0
13,1,1,2023,3,508,2,33,1320.2543126711105,768356.0
4,0,5,2016,5,462,2,484,1256.6370614359173,67200.0
4,0,5,1997,5,402,2,718,1017.8760197630929,55000.0
17,0,3,2020,4,526,2,645,1256.6370614359173,130267.0
17,0,3,2024,3,526,2,506,1256.6370614359173,233625.0
6,0,6,1961,5,88,0,797,855.2985999398212,19500.0
1,0,6,2011,5,471,0,732,1256.6370614359173,44800.0
6,1,7,1970,0,149,2,404,804.247719318987,8769.0
24,2,5,2002,5,347,2,153,750.0,9950.0
26,0,1,2023,5,447,2,705,1194.5906065275187,162000.0
24,2,5,2001,5,347,3,423,490.8738521234052,10194.0
6,1,3,2001,5,245,2,365,855.2985999398212,12583.0
1,0,3,2021,3,505,2,824,1164.1564276958677,77450.0
17,2,0,1980,1,303,0,170,783.0,11024.0
26,0,6,2022,5,446,0,766,1225.4174844408687,32310.0
6,1,6,2023,5,339,0,254,855.2985999398212,28240.0
24,0,5,2024,3,592,2,506,1017.8760197630929,30567.0
6,0,6,2022,3,491,2,148,1134.1149479459152,42438.0
21,1,1,2023,3,488,2,793,1134.1149479459152,225000.0
17,0,3,2012,4,525,2,631,1256.6370614359173,187998.0
1,0,6,2021,4,390,2,747,1075.2100856911068,39300.0
17,0,5,2023,3,532,3,824,1256.6370614359173,104995.0
6,0,3,2007,5,479,0,246,1194.5906065275187,28590.0
11,0,3,2024,4,533,2,164,1362.75,41079.0
6,1,7,1955,5,69,0,554,804.247719318987,13407.0
20,0,6,2000,5,401,3,824,1017.8760197630929,57500.0
16,0,3,2022,4,494,2,824,1225.4174844408687,2980000.0
