name,Movement,Case material,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($)
17,0,5,2019,4,1382,2,646,1256.6370614359173,164870.0
17,0,7,1995,5,319,0,179,1075.2100856911068,42427.0
0,2,9,1990,5,520,0,308,415.4756284372501,7798.0
20,0,3,2023,5,1236,2,825,1339.6457933253935,104900.0
17,0,8,2023,3,1443,2,266,1320.2543126711105,159459.0
20,0,8,1997,3,1118,2,267,1134.1149479459152,94047.0
6,0,9,2020,5,193,0,825,1194.5906065275187,25000.0
1,0,8,2013,5,649,2,767,1075.2100856911068,33120.0
9,1,5,2016,5,681,2,165,870.9201694097964,52337.0
0,1,9,1958,5,107,0,125,962.1127501618741,10579.0
17,0,5,2015,5,1382,2,825,1256.6370614359173,159000.0
6,1,4,2000,4,579,2,396,855.2985999398212,23839.0
4,0,8,2023,5,1149,2,646,1398.6684653047118,85368.0
10,0,9,1982,5,356,0,42,1075.2100856911068,20657.0
17,2,7,2024,5,509,0,757,615.7521601035994,19240.0
1,0,5,2023,5,664,2,243,1134.1149479459152,69541.0
21,1,5,2020,5,1254,2,825,1320.2543126711105,162000.0
4,0,7,2016,5,1127,2,323,1307.4051987179282,155898.0
1,0,5,2022,4,1201,2,825,1256.6370614359173,74500.0
17,0,7,2021,4,1428,2,611,1288.2493375126646,123000.0
8,1,5,2022,3,1663,2,267,1134.1149479459152,65544.0
12,1,9,2009,5,1010,3,323,1436.2,21158.0
24,2,7,2017,4,621,2,859,753.0,17500.0
4,0,5,2024,3,1238,2,840,578.6,169900.0
12,2,9,2023,5,530,2,605,1017.8760197630929,11000.0
26,0,8,2024,3,1563,2,843,1320.0,114900.0
17,0,7,2016,5,1393,2,610,1520.0,111732.0
12,0,8,2022,5,751,0,757,1139.0,26940.0
4,0,8,2024,4,1493,2,507,1398.6684653047118,140309.0
17,0,5,2022,3,1632,2,267,973.1397403759745,92602.0
17,0,7,2021,5,1516,2,424,1288.2493375126646,156027.0
17,2,5,2011,3,1585,2,266,804.247719318987,58451.0
17,0,7,2022,4,1393,2,825,1520.0,127470.0
6,0,8,2023,3,1453,2,33,1320.2543126711105,105788.0
1,0,8,2021,3,1197,2,745,1256.6370614359173,54999.0
6,0,0,2019,5,1731,0,832,1520.0,41000.0
6,1,8,2017,5,573,0,243,1520.0,15645.0
1,0,8,2014,1,1197,2,426,1256.6370614359173,45879.0
17,0,7,2018,5,1590,2,693,886.6831105491832,66300.0
4,0,7,2000,1,845,2,249,1017.8760197630929,49913.0
17,0,7,2024,3,1613,2,610,973.1397403759745,82000.0
18,0,8,2000,5,893,3,748,1017.8760197630929,28350.0
6,0,8,2022,5,1672,2,506,1104.4661672776617,44431.0
6,1,8,1999,5,395,3,154,855.2985999398212,11459.0
17,2,8,2011,5,1587,2,464,804.247719318987,41870.0
4,0,8,2023,4,1493,2,825,1398.6684653047118,129000.0
17,2,8,2010,1,1578,2,829,804.247719318987,35000.0
6,1,8,2016,5,1174,2,31,1075.2100856911068,30957.0
1,0,8,2022,4,1197,2,543,1256.6370614359173,58021.0
17,0,5,2020,5,1525,2,627,1288.2493375126646,119580.0
17,0,7,1999,5,275,3,243,1385.4423602330987,74387.0
17,0,5,2022,4,1573,2,762,1075.2100856911068,83000.0
1,0,5,2022,4,1201,2,127,1256.6370614359173,75722.0
1,0,8,2024,4,660,2,128,1134.1149479459152,62248.0
2,0,7,2022,3,1446,2,825,1385.4423602330987,75000.0
4,0,8,2019,5,1149,2,528,1398.6684653047118,81154.0
4,0,7,1999,0,838,0,545,1134.1149479459152,61965.0
6,1,9,1959,5,81,0,42,962.1127501618741,38362.0
17,0,5,2015,5,1382,2,825,1256.6370614359173,165000.0
26,0,5,2022,3,1657,2,610,1017.8760197630929,55000.0
1,0,3,2008,5,1102,1,234,1194.5906065275187,48986.0
24,2,7,2023,3,608,2,149,490.8738521234052,15657.0
4,0,7,2022,4,1127,2,825,1307.4051987179282,82995.0
1,0,7,2023,4,657,2,766,1134.1149479459152,44080.0
6,1,5,2005,5,590,2,191,572.5552611167398,10356.0
24,0,8,2015,3,1685,2,748,1017.8760197630929,52085.0
1,0,8,2015,5,1234,2,825,1288.2493375126646,45500.0
21,1,9,2022,5,1261,2,86,1320.2543126711105,149217.0
6,1,9,2023,1,177,0,825,1017.8760197630929,13000.0
25,1,9,1977,5,35,0,128,572.5552611167398,22806.0
17,0,7,2023,4,1393,2,825,1520.0,119445.0
2,0,5,2013,5,1486,2,620,1256.6370614359173,78134.0
12,0,7,2024,5,926,2,792,1530.3200000000002,52500.0
12,1,5,1912,5,40,0,555,2290.221044466959,15660.0
2,0,7,2018,5,1476,2,394,1288.2493375126646,77358.0
6,1,5,2017,5,1179,2,165,1075.2100856911068,20322.0
17,0,5,2024,4,1525,2,745,1288.2493375126646,154228.0
20,0,9,2017,5,1081,2,486,1134.1149479459152,52427.0
6,0,5,2019,5,803,1,86,989.7980354216342,18485.0
6,0,9,2007,5,93,0,507,1017.8760197630929,16703.0
4,0,7,2023,4,1492,2,825,1398.6684653047118,132495.0
17,0,7,2014,5,1516,2,840,1256.6370614359173,119950.0
17,0,7,2021,3,1393,2,230,1520.0,130175.0
0,1,1,1900,1,11,2,18,1847.4528298516477,13682.0
10,2,8,1980,5,119,0,555,1256.6370614359173,17463.0
6,1,9,1998,1,728,0,445,855.2985999398212,11752.0
17,1,7,2024,5,1517,2,424,1520.53084433746,106233.0
17,0,7,2024,0,1374,2,396,1720.0,160616.0
6,0,7,1963,5,163,0,681,962.1127501618741,19500.0
24,0,5,2021,5,1689,2,406,1017.8760197630929,52466.0
17,2,5,2023,3,1576,2,507,804.247719318987,84519.0
17,0,7,2019,4,1425,2,825,1256.6370614359173,135000.0
24,0,7,2007,5,1680,2,406,1017.8760197630929,23620.0
17,0,7,1965,5,1393,2,571,1520.0,100109.0
17,0,7,2024,3,1531,2,597,1288.2493375126646,153616.0
17,0,7,1996,5,335,2,354,1075.2100856911068,97437.0
17,0,7,2000,1,324,2,128,1075.2100856911068,52326.0
8,0,9,2008,5,1504,2,86,1256.6370614359173,79063.0
6,0,8,2020,3,1672,2,610,1104.4661672776617,46700.0
6,0,8,2020,4,683,2,165,1046.3467031862506,66814.0
4,0,7,2023,3,1127,2,33,1307.4051987179282,94096.0
6,2,5,2001,4,743,2,486,1225.4174844408687,121766.0
6,1,9,2005,5,1785,0,825,1288.2493375126646,9500.0
17,0,8,2008,4,1408,1,213,1256.6370614359173,164250.0
6,1,9,2007,5,646,2,815,962.1127501618741,28999.0
6,0,8,2003,5,800,3,330,1017.8760197630929,26169.0
6,1,4,2024,5,317,1,419,706.8583470577034,16389.0
6,1,5,2001,5,398,2,366,855.2985999398212,12583.0
0,0,9,1950,5,70,0,286,1256.6370614359173,13352.0
17,0,7,2008,5,1374,2,733,1256.6370614359173,128800.0
18,0,7,2018,5,891,2,394,1017.8760197630929,18094.0
12,1,5,2007,5,958,0,243,1194.5906065275187,14208.0
12,2,5,2023,5,688,1,507,1075.2100856911068,17639.0
17,0,7,2016,5,503,1,748,1182.3698111050544,19500.0
12,0,5,2020,4,1603,2,825,907.9202768874502,107870.0
23,0,8,2017,3,1348,2,211,1385.4423602330987,53450.0
4,2,7,2001,5,670,2,499,1320.2543126711105,19487.0
6,0,5,2019,3,1350,2,825,1385.4423602330987,38450.0
1,0,8,2015,5,1096,2,424,1194.5906065275187,31992.0
6,1,3,2016,5,1174,2,401,1075.2100856911068,20287.0
6,0,8,1951,5,1274,0,243,1134.1149479459152,21285.0
6,0,9,2016,5,1003,2,592,962.1127501618741,16703.0
17,0,1,1989,5,260,2,91,1385.4423602330987,118643.0
4,0,7,2022,3,1492,2,569,1398.6684653047118,162122.0
6,0,8,1963,5,154,0,719,1017.8760197630929,24500.0
26,0,8,2015,5,1022,0,243,1225.4174844408687,45413.0
21,1,3,2022,5,437,2,825,1075.2100856911068,155000.0
4,0,8,2019,4,1150,2,703,1398.6684653047118,81950.0
17,0,7,2011,4,1393,2,734,1520.0,107000.0
26,0,3,2023,5,1042,2,785,1194.5906065275187,164800.0
12,0,5,2014,5,1070,2,34,1938.0,37527.0
17,0,1,2021,3,1519,2,627,1559.25,136849.0
6,0,5,2022,4,1350,2,646,1385.4423602330987,39093.0
10,1,8,1970,5,457,0,165,314.1592653589793,8903.0
12,0,8,1978,5,926,2,792,1530.3200000000002,52500.0
26,0,9,2019,4,1229,2,825,1164.1564276958677,115000.0
12,0,3,2023,5,741,0,249,1288.2493375126646,25622.0
17,0,9,1998,5,937,0,825,973.1397403759745,94500.0
6,1,9,2019,5,1176,2,243,1075.2100856911068,19751.0
6,1,9,2024,5,309,0,165,754.7676350249478,12795.0
6,0,3,2023,3,911,2,824,1134.1149479459152,93000.0
17,0,7,1991,5,319,2,179,1075.2100856911068,61803.0
12,1,5,2021,5,976,2,406,1504.0,16409.0
12,0,8,2002,5,751,2,330,1487.5,15701.0
17,0,7,2021,3,1428,2,362,1288.2493375126646,150331.0
12,2,9,1995,5,525,1,86,1075.2100856911068,15033.0
17,0,8,2013,5,1402,2,511,1520.0,128059.0
6,1,9,1989,5,390,3,646,855.2985999398212,18181.0
4,0,7,2021,4,1492,2,825,1398.6684653047118,127500.0
1,0,8,2024,4,663,2,165,1134.1149479459152,87414.0
17,0,7,2023,3,1613,2,843,973.1397403759745,79999.0
8,1,8,2020,5,1154,2,209,1219.2206929316628,66812.0
1,0,5,2007,5,1320,2,209,1134.1149479459152,37861.0
1,0,5,2023,4,1232,2,507,1288.2493375126646,59575.0
20,0,8,2024,3,1295,2,507,1194.5906065275187,99664.0
1,0,5,2018,4,1200,2,436,1256.6370614359173,59000.0
27,0,7,2023,3,1463,2,352,1320.2543126711105,69876.0
17,0,7,2020,5,1513,2,825,1782.0,115000.0
20,0,8,1918,5,1079,3,251,1450.8000000000002,48500.0
24,0,5,2022,3,1685,2,610,1017.8760197630929,48020.0
6,1,9,2024,1,425,0,66,855.2985999398212,13457.0
10,0,9,1988,5,285,2,294,855.2985999398212,18040.0
17,0,5,1999,5,1388,0,486,1075.2100856911068,70397.0
27,0,8,2016,5,1457,2,590,1225.4174844408687,81791.0
17,0,7,2013,5,1393,2,247,1520.0,95215.0
24,2,8,2004,5,640,0,646,490.8738521234052,12056.0
6,1,9,1969,5,388,2,551,804.247719318987,11041.0
6,0,9,2022,5,801,1,86,989.7980354216342,20824.0
4,0,7,2022,4,1144,2,646,1256.6370614359173,69728.0
17,0,5,1991,5,1404,2,251,1520.0,103000.0
24,0,7,2023,3,1682,2,352,1017.8760197630929,27839.0
1,0,5,2019,5,1199,2,825,1256.6370614359173,49500.0
4,0,5,2023,5,1130,3,706,1320.2543126711105,107950.0
1,0,9,2020,4,1099,2,825,1194.5906065275187,47500.0
6,0,5,2022,4,1280,2,825,1134.1149479459152,58000.0
26,0,8,2014,4,1045,2,811,1225.4174844408687,132840.0
24,0,5,1990,3,1688,2,610,1017.8760197630929,55279.0
17,0,8,2022,4,1401,2,812,1520.0,94495.0
17,0,5,2016,3,1618,2,610,973.1397403759745,125355.0
21,1,9,1993,5,432,1,499,1017.8760197630929,144206.0
20,0,9,2008,5,1120,2,507,1134.1149479459152,56792.0
6,0,9,2024,5,158,0,840,962.1127501618741,13950.0
17,0,7,2021,3,1626,2,610,973.1397403759745,68401.0
4,0,7,2022,3,1127,2,569,1307.4051987179282,111424.0
6,0,8,2021,3,1214,2,581,1194.5906065275187,38362.0
24,0,7,2023,4,1680,2,825,1017.8760197630929,29880.0
12,1,9,2000,5,954,0,825,706.8583470577034,17500.0
12,0,9,2022,5,1066,2,813,2042.820622996763,35000.0
6,0,8,2023,3,1348,2,249,1385.4423602330987,45841.0
6,0,9,1994,5,447,2,26,907.9202768874502,20490.0
1,0,5,2021,3,664,2,267,1134.1149479459152,78416.0
6,0,8,2019,5,1214,2,352,1194.5906065275187,32293.0
17,0,7,2023,5,1374,2,825,1256.6370614359173,107400.0
1,0,5,2022,5,1201,2,128,1256.6370614359173,62248.0
9,1,5,2020,5,681,0,247,870.9201694097964,32696.0
2,0,3,2010,4,1480,2,454,1288.2493375126646,65700.0
17,2,5,2024,3,1576,2,249,804.247719318987,82619.0
6,1,8,2019,4,577,2,825,855.2985999398212,33095.0
12,2,9,2020,5,526,2,86,627.0,9465.0
12,1,9,1994,5,705,2,341,975.0,30846.0
6,0,8,2021,1,177,0,168,855.2985999398212,11024.0
6,0,8,2009,5,1537,2,204,1075.2100856911068,25055.0
6,0,8,2022,1,449,2,48,1194.5906065275187,24133.0
26,0,3,2023,3,1222,2,745,1164.1564276958677,60999.0
4,0,5,2024,3,1239,2,610,1250.3617301103716,168800.0
17,0,5,1946,4,1382,2,823,1256.6370614359173,167900.0
20,0,9,2024,5,1080,0,733,1075.2100856911068,52500.0
17,0,7,2022,4,1627,2,646,973.1397403759745,67708.0
6,0,8,2021,5,1348,2,646,1385.4423602330987,38448.0
1,0,5,2024,4,1321,2,452,1463.0,58837.0
6,0,7,2022,4,1207,2,825,1256.6370614359173,40995.0
17,1,7,2020,5,1529,2,707,1288.2493375126646,117700.0
4,0,8,2021,3,1150,2,610,1398.6684653047118,84000.0
1,0,5,2001,3,1109,2,816,1017.8760197630929,69950.0
4,0,7,2023,3,1144,2,633,1256.6370614359173,65036.0
17,0,8,2023,3,1443,2,844,1320.2543126711105,165000.0
27,0,8,2018,4,1458,2,825,1225.4174844408687,69500.0
20,0,9,2020,4,1120,0,507,1134.1149479459152,94653.0
17,0,1,2012,1,319,0,194,1075.2100856911068,54564.0
